SID	DID	Source	Destination	Passengers	Seats	Flights	Distance	Date	SPopulation	DPopulation
GPT	ABI	Gulfport, MS	Abilene, TX	42	50	1	642	2007	231583	159005
ABQ	ABI	Albuquerque, NM	Abilene, TX	244	276	2	438	2007	834685	159005
TYS	ABI	Knoxville, TN	Abilene, TX	39	100	2	928	2008	692210	159059
GJT	ABI	Grand Junction, CO	Abilene, TX	35	50	1	678	2008	141905	159059
SLC	ABI	Salt Lake City, UT	Abilene, TX	381	440	3	893	2008	1111600	159059
MIA	ABI	Miami, FL	Abilene, TX	0	189	1	1256	2008	11003504	159059
DSM	ABI	Des Moines, IA	Abilene, TX	120	164	3	711	2008	554101	159059
MEM	ABI	Memphis, TN	Abilene, TX	45	140	1	587	2009	1304926	160070
SJT	ABI	San Angelo, TX	Abilene, TX	68	116	3	87	2009	110119	160070
TUS	DYS	Tucson, AZ	Abilene, TX	0	120	1	649	2009	1020200	160070
YIP	AOO	Detroit, MI	Altoona, PA	0	0	1	302	2003	8985512	126844
SCE	AOO	State College, PA	Altoona, PA	0	0	1	45	2003	140606	126844
JST	AOO	Johnstown, PA	Altoona, PA	20	5244	235	27	2004	147704	126532
IAD	AOO	Washington, DC	Altoona, PA	3160	8563	442	104	2005	10458534	125882
SCE	AOO	State College, PA	Altoona, PA	0	0	1	45	2007	144089	125987
SCE	AOO	State College, PA	Altoona, PA	0	0	1	45	2009	146212	126122
CLT	ADM	Charlotte, NC	Ardmore, OK	0	0	1	916	2004	1471706	55547
SEA	AST	Seattle, WA	Astoria, OR	281	1258	74	116	1993	5432136	34576
PDX	AST	Portland, OR	Astoria, OR	3767	11412	634	73	1994	1686298	35091
PDX	AST	Portland, OR	Astoria, OR	13	36	4	73	2008	2203745	37093
PDX	ATL	Portland, OR	Atlanta, GA	76068	120668	568	2172	1990	1534762	3087755
BUF	ATL	Buffalo, NY	Atlanta, GA	170074	285062	2472	712	1990	1190154	3087755
SEA	ATL	Seattle, WA	Atlanta, GA	297089	464207	1970	2182	1990	5154164	3087755
CAE	ATL	Columbia, SC	Atlanta, GA	260033	576593	4596	192	1990	551126	3087755
ICT	ATL	Wichita, KS	Atlanta, GA	78	109	1	781	1990	512293	3087755
BDL	ATL	Hartford, CT	Atlanta, GA	230327	449073	2642	859	1990	1124185	3087755
SLC	ATL	Salt Lake City, UT	Atlanta, GA	237809	341136	1454	1589	1990	771473	3087755
OKC	ATL	Oklahoma City, OK	Atlanta, GA	65374	109865	1083	761	1990	971909	3087755
PBI	ATL	West Palm Beach, FL	Atlanta, GA	412832	752952	4379	545	1990	4074690	3087755
LAX	ATL	Los Angeles, CA	Atlanta, GA	631899	962914	3661	1946	1990	22585772	3087755
ABQ	ATL	Albuquerque, NM	Atlanta, GA	261	296	2	1269	1990	601893	3087755
IAD	ATL	Washington, DC	Atlanta, GA	194350	395813	3115	533	1991	8369110	3163883
MSP	ATL	Minneapolis, MN	Atlanta, GA	203741	342113	2613	906	1991	2581103	3163883
RIC	ATL	Richmond, VA	Atlanta, GA	150777	252028	1789	481	1991	965353	3163883
LAS	ATL	Las Vegas, NV	Atlanta, GA	112398	166153	948	1747	1991	807425	3163883
COS	ATL	Colorado Springs, CO	Atlanta, GA	2	148	1	1185	1991	416250	3163883
PHX	ATL	Phoenix, AZ	Atlanta, GA	148489	215785	1342	1587	1991	2302011	3163883
HNL	ATL	Honolulu, HI	Atlanta, GA	58773	74465	252	4502	1992	857884	3245141
PHX	ATL	Phoenix, AZ	Atlanta, GA	242938	355441	2166	1587	1992	2366971	3245141
MCO	ATL	Orlando, FL	Atlanta, GA	662604	975244	4178	403	1992	1303224	3245141
ABE	ATL	Allentown, PA	Atlanta, GA	53580	79617	723	692	1992	698563	3245141
IAD	ATL	Washington, DC	Atlanta, GA	219318	395832	2955	533	1992	8474182	3245141
BTR	ATL	Baton Rouge, LA	Atlanta, GA	82351	141403	1085	449	1992	641721	3245141
MGM	ATL	Montgomery, AL	Atlanta, GA	112890	228357	1788	147	1992	314972	3245141
MDW	ATL	Chicago, IL	Atlanta, GA	951	2156	17	590	1992	16720340	3245141
TOL	ATL	Toledo, OH	Atlanta, GA	45556	79577	723	549	1992	653355	3245141
ALB	ATL	Albany, NY	Atlanta, GA	66786	105275	726	852	1992	823094	3245141
PHL	ATL	Philadelphia, PA	Atlanta, GA	371433	647519	4629	665	1992	10934282	3245141
FAY	ATL	Fayetteville, NC	Atlanta, GA	22793	47340	1578	331	1993	308589	3339551
IAD	ATL	Washington, DC	Atlanta, GA	202711	350185	2602	533	1993	8575206	3339551
ABQ	ATL	Albuquerque, NM	Atlanta, GA	38538	54340	365	1269	1993	640288	3339551
ICT	ATL	Wichita, KS	Atlanta, GA	17004	31482	298	781	1993	538101	3339551
LGA	ATL	New York, NY	Atlanta, GA	502345	833973	3655	761	1993	34026518	3339551
BQK	ATL	Brunswick, GA	Atlanta, GA	11058	29388	979	238	1993	85493	3339551
MLU	ATL	Monroe, LA	Atlanta, GA	36009	51259	364	448	1993	166800	3339551
ABY	ATL	Albany, GA	Atlanta, GA	19931	41340	1378	146	1993	151039	3339551
MEM	ATL	Memphis, TN	Atlanta, GA	424495	623170	4990	332	1994	1114203	3444861
CSG	ATL	Columbus, GA	Atlanta, GA	90197	200347	3481	83	1994	279539	3444861
SEA	ATL	Seattle, WA	Atlanta, GA	186302	251583	1091	2182	1994	5485752	3444861
AMA	ATL	Amarillo, TX	Atlanta, GA	192	252	1	993	1994	206315	3444861
CHA	ATL	Chattanooga, TN	Atlanta, GA	171709	357599	3222	106	1994	447649	3444861
MSY	ATL	New Orleans, LA	Atlanta, GA	418367	611281	4328	425	1994	1286646	3444861
PFN	ATL	Panama City, FL	Atlanta, GA	113779	210854	3151	247	1994	139475	3444861
BWI	ATL	Baltimore, MD	Atlanta, GA	361603	493254	3447	576	1994	2452318	3444861
AVL	ATL	Asheville, NC	Atlanta, GA	114228	194604	2860	164	1994	328090	3444861
BGR	ATL	Bangor, ME	Atlanta, GA	226	686	71	1134	1995	146301	3548667
SFO	ATL	San Francisco, CA	Atlanta, GA	324947	452546	2162	2139	1995	7704224	3548667
SEA	ATL	Seattle, WA	Atlanta, GA	178525	261671	1080	2182	1995	5551884	3548667
LFT	ATL	Lafayette, LA	Atlanta, GA	2	30	1	503	1995	224906	3548667
TYS	ATL	Knoxville, TN	Atlanta, GA	244386	399950	2878	152	1995	586095	3548667
SYR	ATL	Syracuse, NY	Atlanta, GA	58016	91764	719	793	1995	665107	3548667
VLD	ATL	Valdosta, GA	Atlanta, GA	21944	49620	1654	208	1995	107338	3548667
PWM	ATL	Portland, ME	Atlanta, GA	104	294	2	1027	1995	451241	3548667
PFN	ATL	Panama City, FL	Atlanta, GA	112176	210147	3101	247	1995	141901	3548667
MKE	ATL	Milwaukee, WI	Atlanta, GA	129877	210481	1923	669	1995	1460359	3548667
STL	ATL	St. Louis, MO	Atlanta, GA	369301	621924	4841	483	1996	2642938	3652439
LYH	ATL	Lynchburg, VA	Atlanta, GA	10654	28230	941	389	1996	218184	3652439
ORD	ATL	Chicago, IL	Atlanta, GA	1019764	1381823	9149	606	1996	17287860	3652439
MOB	ATL	Mobile, AL	Atlanta, GA	305110	427497	3056	302	1996	396444	3652439
EWR	ATL	Newark, NJ	Atlanta, GA	849064	1263911	8402	745	1996	17190036	3652439
BOS	ATL	Boston, MA	Atlanta, GA	540669	744650	3464	946	1996	8407438	3652439
BGR	ATL	Bangor, ME	Atlanta, GA	749	1193	18	1134	1996	145702	3652439
DCA	ATL	Washington, DC	Atlanta, GA	467700	706972	4436	547	1996	8857302	3652439
CSG	ATL	Columbus, GA	Atlanta, GA	76039	159497	3216	83	1996	277769	3652439
PHX	ATL	Phoenix, AZ	Atlanta, GA	406776	534621	3003	1587	1996	2753549	3652439
BDL	ATL	Hartford, CT	Atlanta, GA	267200	363153	2237	859	1996	1107497	3652439
MEM	ATL	Memphis, TN	Atlanta, GA	478460	738154	5908	332	1996	1137519	3652439
CLT	ATL	Charlotte, NC	Atlanta, GA	481490	728615	5885	227	1997	1194105	3756986
BQK	ATL	Brunswick, GA	Atlanta, GA	18432	41250	1375	238	1997	89690	3756986
AVL	ATL	Asheville, NC	Atlanta, GA	86187	172358	2792	164	1997	341867	3756986
MIA	ATL	Miami, FL	Atlanta, GA	748342	1036175	5582	595	1997	9247394	3756986
AUS	ATL	Austin, TX	Atlanta, GA	150473	194022	1445	812	1997	1067953	3756986
LEX	ATL	Lexington, KY	Atlanta, GA	193547	288058	2839	303	1997	378399	3756986
PHX	ATL	Phoenix, AZ	Atlanta, GA	412252	583924	3418	1587	1997	2841395	3756986
GTR	ATL	Columbus, MS	Atlanta, GA	32477	60390	2013	241	1997	61254	3756986
CMH	ATL	Columbus, OH	Atlanta, GA	302024	433377	2880	446	1997	1525094	3756986
SLC	ATL	Salt Lake City, UT	Atlanta, GA	519621	678954	3018	1589	1997	898848	3756986
JAX	ATL	Jacksonville, FL	Atlanta, GA	525234	791024	4473	270	1997	1050238	3756986
ILM	ATL	Wilmington, NC	Atlanta, GA	46201	93084	3050	377	1997	250680	3756986
ABQ	ATL	Albuquerque, NM	Atlanta, GA	111738	154657	1087	1269	1998	692551	3872031
PFN	ATL	Panama City, FL	Atlanta, GA	117077	177600	3088	247	1998	146730	3872031
ROC	ATL	Rochester, NY	Atlanta, GA	100544	147769	1076	749	1998	1020109	3872031
AVL	ATL	Asheville, NC	Atlanta, GA	88947	150222	3003	164	1998	345931	3872031
PWM	ATL	Portland, ME	Atlanta, GA	42720	60686	425	1027	1998	465099	3872031
ABE	ATL	Allentown, PA	Atlanta, GA	75462	120607	926	692	1998	714749	3872031
TUS	ATL	Tucson, AZ	Atlanta, GA	3738	13559	91	1541	1998	790333	3872031
AUS	ATL	Austin, TX	Atlanta, GA	163092	227919	1625	812	1998	1104612	3872031
PHL	ATL	Philadelphia, PA	Atlanta, GA	731998	1002081	7290	665	1998	11020546	3872031
YIP	ATL	Detroit, MI	Atlanta, GA	0	0	3	595	1998	8944948	3872031
CAE	ATL	Columbia, SC	Atlanta, GA	269827	403184	2831	191	1999	619334	3988728
GTR	ATL	Columbus, MS	Atlanta, GA	36392	70586	2345	241	1999	60527	3988728
CMH	ATL	Columbus, OH	Atlanta, GA	250569	359381	2154	446	1999	1562409	3988728
ABE	ATL	Allentown, PA	Atlanta, GA	72081	102181	800	692	1999	718662	3988728
IND	ATL	Indianapolis, IN	Atlanta, GA	207330	320182	2253	432	1999	1456455	3988728
SHV	ATL	Shreveport, LA	Atlanta, GA	67789	94701	716	552	1999	360022	3988728
BHM	ATL	Birmingham, AL	Atlanta, GA	356274	534069	3428	134	1999	1043600	3988728
MHT	ATL	Manchester, NH	Atlanta, GA	47	200	2	952	1999	367233	3988728
CKB	ATL	Clarksburg, WV	Atlanta, GA	0	60	2	454	1999	93143	3988728
SMF	ATL	Sacramento, CA	Atlanta, GA	73814	107473	589	2092	1999	1741002	3988728
LEX	ATL	Lexington, KY	Atlanta, GA	190774	272507	2846	303	1999	387927	3988728
IAH	ATL	Houston, TX	Atlanta, GA	531419	741901	5507	689	1999	4540138	3988728
BUF	ATL	Buffalo, NY	Atlanta, GA	186903	254968	1969	712	1999	1142121	3988728
CRP	ATL	Corpus Christi, TX	Atlanta, GA	13943	23800	476	876	1999	410234	3988728
GJT	ATL	Grand Junction, CO	Atlanta, GA	0	183	1	1390	1999	115147	3988728
SLC	ATL	Salt Lake City, UT	Atlanta, GA	527320	666699	3155	1589	2000	972653	4281905
CHA	ATL	Chattanooga, TN	Atlanta, GA	132893	197257	3120	106	2000	477213	4281905
BMG	ATL	Bloomington, IN	Atlanta, GA	0	0	1	398	2000	175831	4281905
CLE	ATL	Cleveland, OH	Atlanta, GA	270180	459686	4290	554	2000	2147948	4281905
LFT	ATL	Lafayette, LA	Atlanta, GA	101	240	8	503	2000	239107	4281905
BOS	ATL	Boston, MA	Atlanta, GA	790378	1092661	6626	946	2000	8805222	4281905
MLU	ATL	Monroe, LA	Atlanta, GA	39096	54571	367	448	2000	170043	4281905
SNA	ATL	Santa Ana, CA	Atlanta, GA	125870	189690	1038	1919	2000	12398950	4281905
LEX	PDK	Lexington, KY	Atlanta, GA	0	0	1	288	2000	409656	4281905
MGM	ATL	Montgomery, AL	Atlanta, GA	153781	231834	2833	147	2000	347002	4281905
GSP	ATL	Greenville, SC	Atlanta, GA	226078	425336	3069	153	2000	561900	4281905
FWA	ATL	Fort Wayne, IN	Atlanta, GA	38714	52750	1055	508	2000	391066	4281905
BUF	ATL	Buffalo, NY	Atlanta, GA	238441	320449	2425	712	2001	1163528	4432950
SFB	ATL	Orlando, FL	Atlanta, GA	157	321	2	385	2001	1708955	4432950
GTR	ATL	Columbus, MS	Atlanta, GA	35428	57489	2199	241	2001	60971	4432950
PBI	ATL	West Palm Beach, FL	Atlanta, GA	457457	665235	3097	545	2001	5120256	4432950
JAX	ATL	Jacksonville, FL	Atlanta, GA	629137	883605	5065	270	2001	1148044	4432950
IND	ATL	Indianapolis, IN	Atlanta, GA	208952	299364	2109	432	2001	1556076	4432950
TLH	ATL	Tallahassee, FL	Atlanta, GA	196963	274945	2872	223	2001	323975	4432950
SHV	ATL	Shreveport, LA	Atlanta, GA	59102	102321	731	552	2001	375926	4432950
PFN	ATL	Panama City, FL	Atlanta, GA	124088	204898	3166	247	2001	149807	4432950
EVV	ATL	Evansville, IN	Atlanta, GA	37709	66450	2144	350	2001	342977	4432950
HSV	ATL	Huntsville, AL	Atlanta, GA	194571	314034	2647	151	2001	347907	4432950
CLE	ATL	Cleveland, OH	Atlanta, GA	232835	389793	3908	554	2001	2144528	4432950
ABY	ATL	Albany, GA	Atlanta, GA	34491	65570	2129	146	2001	159833	4432950
MOB	ATL	Mobile, AL	Atlanta, GA	189171	319322	2661	302	2002	398417	4555490
TPA	ATL	Tampa, FL	Atlanta, GA	1084053	1356786	7129	406	2002	2483575	4555490
MIA	ATL	Miami, FL	Atlanta, GA	793469	1075670	5915	595	2002	10425204	4555490
GYY	ATL	Gary, IN	Atlanta, GA	0	0	4	574	2002	9245135	4555490
PBI	ATL	West Palm Beach, FL	Atlanta, GA	440919	606776	2976	545	2002	5212602	4555490
CHO	ATL	Charlottesville, VA	Atlanta, GA	22006	34140	843	457	2002	180592	4555490
IAH	ATL	Houston, TX	Atlanta, GA	441622	644550	4905	689	2002	4978638	4555490
AGS	ATL	Augusta, GA	Atlanta, GA	124600	205227	3456	143	2002	506413	4555490
ICT	ATL	Wichita, KS	Atlanta, GA	76432	136197	1776	781	2002	578622	4555490
CAE	ATL	Columbia, SC	Atlanta, GA	161595	276009	2610	191	2002	663454	4555490
PHX	ATL	Phoenix, AZ	Atlanta, GA	464746	633921	3881	1587	2002	3496957	4555490
BDL	ATL	Hartford, CT	Atlanta, GA	312950	458133	2313	859	2002	1165667	4555490
MEI	ATL	Meridian, MS	Atlanta, GA	28787	42210	1407	267	2002	105730	4555490
TYS	ATL	Knoxville, TN	Atlanta, GA	192598	304070	2734	152	2002	632944	4555490
MCI	ATL	Kansas City, MO	Atlanta, GA	366659	560220	4235	692	2002	1890419	4555490
BRO	ATL	Brownsville, TX	Atlanta, GA	0	0	1	944	2002	349544	4555490
ORH	ATL	Worcester, MA	Atlanta, GA	9633	14170	284	906	2002	771243	4555490
MGM	ATL	Montgomery, AL	Atlanta, GA	121436	184321	3048	147	2002	350374	4555490
LAS	ATL	Las Vegas, NV	Atlanta, GA	438624	531366	2756	1747	2002	1515571	4555490
SAN	ATL	San Diego, CA	Atlanta, GA	284867	376939	2015	1891	2002	2901235	4555490
SAN	ATL	San Diego, CA	Atlanta, GA	313906	436070	2154	1891	2003	2926814	4673146
SNA	ATL	Santa Ana, CA	Atlanta, GA	162271	225806	1237	1919	2003	12717433	4673146
CHS	ATL	Charleston, SC	Atlanta, GA	228741	345692	2731	259	2003	576539	4673146
BUF	ATL	Buffalo, NY	Atlanta, GA	247195	319567	3533	712	2003	1154212	4673146
FNT	ATL	Flint, MI	Atlanta, GA	149387	198562	1875	644	2003	439544	4673146
RNO	ATL	Reno, NV	Atlanta, GA	333	390	3	1993	2003	374743	4673146
LRD	ATL	Laredo, TX	Atlanta, GA	0	0	4	989	2003	210229	4673146
CHO	ATL	Charlottesville, VA	Atlanta, GA	28097	45216	1061	457	2003	182525	4673146
PBI	ATL	West Palm Beach, FL	Atlanta, GA	555271	717189	4070	545	2003	5280671	4673146
LIT	ATL	Little Rock, AR	Atlanta, GA	134940	201649	1689	453	2003	629617	4673146
BRO	ATL	Brownsville, TX	Atlanta, GA	0	0	11	944	2003	357097	4673146
IND	ATL	Indianapolis, IN	Atlanta, GA	218243	319492	3197	432	2003	1600165	4673146
IND	PDK	Indianapolis, IN	Atlanta, GA	0	0	1	418	2003	1600165	4673146
MEM	ATL	Memphis, TN	Atlanta, GA	452103	680878	6646	332	2003	1238075	4673146
GTR	ATL	Columbus, MS	Atlanta, GA	28301	54291	1347	241	2003	60228	4673146
LCK	ATL	Columbus, OH	Atlanta, GA	413	1027	9	434	2003	1678827	4673146
BQK	ATL	Brunswick, GA	Atlanta, GA	38362	68232	1392	238	2003	96010	4673146
AVP	ATL	Scranton, PA	Atlanta, GA	33831	44580	1076	714	2003	550507	4673146
RIC	ATL	Richmond, VA	Atlanta, GA	208883	299143	2321	481	2003	1139312	4673146
GRB	ATL	Green Bay, WI	Atlanta, GA	287	471	2	774	2003	290972	4673146
CMI	ATL	Champaign, IL	Atlanta, GA	104	321	2	490	2004	216757	4802300
ABE	ATL	Allentown, PA	Atlanta, GA	51434	77433	1426	692	2004	776048	4802300
SYR	ATL	Syracuse, NY	Atlanta, GA	113960	149509	1431	793	2004	649089	4802300
TUP	ATL	Tupelo, MS	Atlanta, GA	45	50	1	253	2004	128557	4802300
OMA	ATL	Omaha, NE	Atlanta, GA	79923	97288	1079	821	2004	800459	4802300
DAY	ATL	Dayton, OH	Atlanta, GA	431930	584040	4800	432	2004	845594	4802300
BNA	ATL	Nashville, TN	Atlanta, GA	270509	400621	3348	214	2004	1416452	4802300
SAN	ATL	San Diego, CA	Atlanta, GA	325516	413976	2165	1891	2004	2935672	4802300
LEX	ATL	Lexington, KY	Atlanta, GA	156444	217180	2727	303	2004	432055	4802300
BHM	ATL	Birmingham, AL	Atlanta, GA	257799	388303	2878	134	2004	1081705	4802300
GSO	ATL	Greensboro, NC	Atlanta, GA	354244	503260	4455	306	2004	665024	4802300
PGV	ATL	Greenville, NC	Atlanta, GA	0	150	1	424	2004	161371	4802300
CRW	ATL	Charleston, WV	Atlanta, GA	60444	87300	1791	363	2004	305911	4802300
DSM	ATL	Des Moines, IA	Atlanta, GA	49724	64030	1050	743	2004	511589	4802300
AGS	ATL	Augusta, GA	Atlanta, GA	121109	189936	3167	143	2004	514331	4802300
DET	ATL	Detroit, MI	Atlanta, GA	0	0	2	609	2004	8996622	4802300
LBB	ATL	Lubbock, TX	Atlanta, GA	50	50	1	1001	2004	261093	4802300
SEA	ATL	Seattle, WA	Atlanta, GA	309351	402870	1934	2182	2004	6327406	4802300
AMA	ATL	Amarillo, TX	Atlanta, GA	132	156	1	993	2004	235113	4802300
JAX	ATL	Jacksonville, FL	Atlanta, GA	706604	916928	5272	270	2004	1222731	4802300
CHO	ATL	Charlottesville, VA	Atlanta, GA	31928	44906	1084	457	2004	184806	4802300
IAD	ATL	Washington, DC	Atlanta, GA	643076	1002630	10485	533	2004	10317048	4802300
MKC	ATL	Kansas City, MO	Atlanta, GA	35	117	1	681	2004	1935840	4802300
TCL	ATL	Tuscaloosa, AL	Atlanta, GA	0	300	2	186	2004	196461	4802300
SBN	ATL	South Bend, IN	Atlanta, GA	44752	56216	1073	566	2004	315680	4802300
LIT	PDK	Little Rock, AR	Atlanta, GA	0	0	1	457	2004	637233	4802300
PFN	ATL	Panama City, FL	Atlanta, GA	135987	189260	2918	247	2004	157841	4802300
SGF	ATL	Springfield, MO	Atlanta, GA	422	736	4	563	2004	392696	4802300
EVV	ATL	Evansville, IN	Atlanta, GA	52793	82270	1690	350	2005	347636	4947012
FWA	ATL	Fort Wayne, IN	Atlanta, GA	39284	59519	1428	508	2005	402638	4947012
PIT	ATL	Pittsburgh, PA	Atlanta, GA	403033	610759	5338	526	2005	2372328	4947012
PNS	ATL	Pensacola, FL	Atlanta, GA	382018	517641	4267	272	2005	444840	4947012
SNA	ATL	Santa Ana, CA	Atlanta, GA	195341	255552	1400	1919	2005	12761175	4947012
LEX	PDK	Lexington, KY	Atlanta, GA	0	0	1	287	2005	439164	4947012
PIA	ATL	Peoria, IL	Atlanta, GA	39579	59160	1317	564	2005	367334	4947012
GYY	ATL	Gary, IN	Atlanta, GA	0	0	3	574	2005	9362080	4947012
HOU	PDK	Houston, TX	Atlanta, GA	0	0	1	708	2005	5299567	4947012
BZN	ATL	Bozeman, MT	Atlanta, GA	271	450	3	1641	2005	80708	4947012
DTW	ATL	Detroit, MI	Atlanta, GA	501785	677815	5578	594	2005	8988796	4947012
YIP	ATL	Detroit, MI	Atlanta, GA	0	0	26	595	2005	8988796	4947012
ICT	ATL	Wichita, KS	Atlanta, GA	128996	188918	2479	781	2005	583759	4947012
CSG	ATL	Columbus, GA	Atlanta, GA	53065	108042	1897	83	2005	288193	4947012
HNL	ATL	Honolulu, HI	Atlanta, GA	160241	205769	726	4502	2005	900340	4947012
MEM	ATL	Memphis, TN	Atlanta, GA	511640	723399	6941	332	2005	1261429	4947012
MSN	ATL	Madison, WI	Atlanta, GA	27827	35260	718	707	2006	547093	5119641
OGG	ATL	Kahului, HI	Atlanta, GA	25625	32044	157	4431	2006	140407	5119641
AMA	ATL	Amarillo, TX	Atlanta, GA	190	325	2	993	2006	239878	5119641
EYW	ATL	Key West, FL	Atlanta, GA	56527	72640	1068	646	2006	74104	5119641
MEI	ATL	Meridian, MS	Atlanta, GA	21470	42390	956	267	2006	104493	5119641
MTJ	ATL	Montrose, CO	Atlanta, GA	260	284	2	1352	2006	38098	5119641
BWI	ATL	Baltimore, MD	Atlanta, GA	632676	820728	6014	576	2006	2662048	5119641
ANC	ATL	Anchorage, AK	Atlanta, GA	23513	27413	1369	3417	2006	359341	5119641
PDX	ATL	Portland, OR	Atlanta, GA	196508	231940	1293	2172	2006	2123960	5119641
CHA	ATL	Chattanooga, TN	Atlanta, GA	72832	103984	1680	106	2006	510542	5119641
BMG	ATL	Bloomington, IN	Atlanta, GA	0	0	1	398	2006	181852	5119641
MSY	ATL	New Orleans, LA	Atlanta, GA	414011	543199	4582	425	2006	987535	5119641
IND	ATL	Indianapolis, IN	Atlanta, GA	394062	525736	4998	432	2006	1671898	5119641
LAS	ATL	Las Vegas, NV	Atlanta, GA	747954	856142	4467	1747	2006	1778129	5119641
CVG	ATL	Cincinnati, OH	Atlanta, GA	267079	401006	2811	373	2006	2122711	5119641
GSP	ATL	Greenville, SC	Atlanta, GA	165302	224270	2330	153	2006	602989	5119641
GSO	ATL	Greensboro, NC	Atlanta, GA	193603	282643	2796	306	2006	685582	5119641
MHT	ATL	Manchester, NH	Atlanta, GA	81953	102055	1550	952	2006	401242	5119641
MDW	ATL	Chicago, IL	Atlanta, GA	378348	573040	6313	590	2006	18797710	5119641
HKY	ATL	Hickory, NC	Atlanta, GA	241	1690	37	225	2006	356726	5119641
YIP	ATL	Detroit, MI	Atlanta, GA	0	0	3	595	2006	8969084	5119641
YIP	PDK	Detroit, MI	Atlanta, GA	0	0	1	578	2006	8969084	5119641
ATL	ATL	Atlanta, GA	Atlanta, GA	660	923	12	0	2006	5119641	5119641
MCN	ATL	Macon, GA	Atlanta, GA	14682	62862	1184	79	2006	229027	5119641
MLU	ATL	Monroe, LA	Atlanta, GA	38404	60629	1215	448	2006	172859	5119641
CPR	ATL	Casper, WY	Atlanta, GA	143	150	1	1352	2006	70259	5119641
EUG	ATL	Eugene, OR	Atlanta, GA	0	365	1	2189	2006	339280	5119641
TVC	ATL	Traverse City, MI	Atlanta, GA	2804	3693	87	768	2006	141103	5119641
CRP	ATL	Corpus Christi, TX	Atlanta, GA	21053	31210	701	876	2006	411889	5119641
CHO	ATL	Charlottesville, VA	Atlanta, GA	33964	43813	1068	457	2006	190460	5119641
FLL	ATL	Fort Lauderdale, FL	Atlanta, GA	1083757	1326720	8154	581	2007	5465183	5267527
JAX	ATL	Jacksonville, FL	Atlanta, GA	715583	900687	5626	270	2007	1301097	5267527
GJT	ATL	Grand Junction, CO	Atlanta, GA	0	142	1	1390	2007	138289	5267527
CRP	ATL	Corpus Christi, TX	Atlanta, GA	19147	30710	616	876	2007	411528	5267527
IND	ATL	Indianapolis, IN	Atlanta, GA	393664	499987	4871	432	2007	1697656	5267527
DCA	ATL	Washington, DC	Atlanta, GA	791743	1013158	8002	547	2007	10626066	5267527
ILM	ATL	Wilmington, NC	Atlanta, GA	86873	100746	2029	377	2007	339517	5267527
MCI	ATL	Kansas City, MO	Atlanta, GA	431003	537806	4064	692	2007	2011857	5267527
BMI	ATL	Bloomington, IL	Atlanta, GA	136962	193732	2402	533	2007	163983	5267527
EWN	ATL	New Bern, NC	Atlanta, GA	21151	26300	595	433	2007	119028	5267527
LBB	ATL	Lubbock, TX	Atlanta, GA	138	250	1	1001	2007	269144	5267527
GRB	ATL	Green Bay, WI	Atlanta, GA	12855	16199	324	774	2007	300914	5267527
FCA	ATL	Kalispell, MT	Atlanta, GA	2457	3150	21	1841	2007	87200	5267527
PDX	ATL	Portland, OR	Atlanta, GA	192505	217214	1199	2172	2007	2163577	5267527
SJC	ATL	San Jose, CA	Atlanta, GA	103407	123314	734	2116	2007	1778432	5267527
FNT	ATL	Flint, MI	Atlanta, GA	202809	270852	3124	644	2007	434086	5267527
LRD	ATL	Laredo, TX	Atlanta, GA	0	0	3	989	2007	230848	5267527
BHM	ATL	Birmingham, AL	Atlanta, GA	273120	343729	2711	134	2007	1112838	5267527
CVG	ATL	Cincinnati, OH	Atlanta, GA	250582	362685	2820	373	2007	2148315	5267527
GSO	ATL	Greensboro, NC	Atlanta, GA	173952	231184	2685	306	2007	696287	5267527
ELP	ATL	El Paso, TX	Atlanta, GA	75897	101500	729	1282	2007	727828	5267527
MDW	PDK	Chicago, IL	Atlanta, GA	8	13	1	577	2007	18903872	5267527
IAH	ATL	Houston, TX	Atlanta, GA	430670	567584	5741	689	2007	5597674	5267527
BZN	ATL	Bozeman, MT	Atlanta, GA	7795	9607	55	1641	2008	89812	5385586
RDU	ATL	Raleigh, NC	Atlanta, GA	590082	742275	5383	356	2008	1090408	5385586
ROA	ATL	Roanoke, VA	Atlanta, GA	62547	85370	1700	357	2008	298920	5385586
MEI	ATL	Meridian, MS	Atlanta, GA	19617	33300	666	267	2008	105851	5385586
MEM	ATL	Memphis, TN	Atlanta, GA	408704	583156	6501	332	2008	1298529	5385586
TVC	ATL	Traverse City, MI	Atlanta, GA	34	143	1	768	2008	142319	5385586
WQM	ATL	Lake Charles, LA	Atlanta, GA	0	360	1	564	2008	192972	5385586
GJT	ATL	Grand Junction, CO	Atlanta, GA	52	142	1	1390	2008	141905	5385586
LIT	ATL	Little Rock, AR	Atlanta, GA	159551	191676	2551	453	2008	675921	5385586
ILG	ATL	Wilmington, DE	Atlanta, GA	0	0	1	642	2008	5940496	5385586
CKB	ATL	Clarksburg, WV	Atlanta, GA	0	3220	60	454	2008	92099	5385586
LAF	ATL	Lafayette, IN	Atlanta, GA	0	142	1	487	2008	193753	5385586
LAW	ATL	Lawton, OK	Atlanta, GA	17437	27302	540	804	2008	112249	5385586
MIE	ATL	Muncie, IN	Atlanta, GA	0	160	1	458	2008	114897	5385586
DFW	ATL	Dallas, TX	Atlanta, GA	1051302	1374412	10169	732	2008	12602170	5385586
